generating_model,replicate,sample_kind,stage,run,fitted_model,seed
M2,72,nominal,fit,A,M3,3864065621
M2,73,nominal,simulate,A,,1597533352
M2,73,nominal,simulate,B,,100158419
M2,73,nominal,fit,A,choice_only,349407536
M2,73,nominal,fit,A,M1,1711134576
M2,73,nominal,fit,A,M2,2976749909
M2,73,nominal,fit,A,M3,3423577510
M2,74,nominal,simulate,A,,1112590014
M2,74,nominal,simulate,B,,1615236777
M2,74,nominal,fit,A,choice_only,3171526982
M2,74,nominal,fit,A,M1,4075850657
M2,74,nominal,fit,A,M2,588192907
M2,74,nominal,fit,A,M3,516574142
M2,75,nominal,simulate,A,,2336491688
M2,75,nominal,simulate,B,,2471191690
M2,75,nominal,fit,A,choice_only,2684262589
M2,75,nominal,fit,A,M1,1442570015
M2,75,nominal,fit,A,M2,51553749
M2,75,nominal,fit,A,M3,394423474
M2,76,nominal,simulate,A,,1870670643
M2,76,nominal,simulate,B,,208427225
M2,76,nominal,fit,A,choice_only,2767898741
M2,76,nominal,fit,A,M1,36444789
M2,76,nominal,fit,A,M2,398346561
M2,76,nominal,fit,A,M3,3627577982
M2,77,nominal,simulate,A,,3785109275
M2,77,nominal,simulate,B,,2657855800
M2,77,nominal,fit,A,choice_only,3618654940
M2,77,nominal,fit,A,M1,3966209191
M2,77,nominal,fit,A,M2,4069558282
M2,77,nominal,fit,A,M3,413111034
M2,78,nominal,simulate,A,,149302383
M2,78,nominal,simulate,B,,4251951059
M2,78,nominal,fit,A,choice_only,1214765244
M2,78,nominal,fit,A,M1,148223607
M2,78,nominal,fit,A,M2,4058964190
M2,78,nominal,fit,A,M3,29027698
M2,79,nominal,simulate,A,,818053803
M2,79,nominal,simulate,B,,3269955626
M2,79,nominal,fit,A,choice_only,1516451434
M2,79,nominal,fit,A,M1,2577764200
M2,79,nominal,fit,A,M2,16681219
M2,79,nominal,fit,A,M3,2754928536
M2,80,nominal,simulate,A,,3614741981
M2,80,nominal,simulate,B,,3054411255
M2,80,nominal,fit,A,choice_only,1500681539
M2,80,nominal,fit,A,M1,2218787284
M2,80,nominal,fit,A,M2,1713360279
M2,80,nominal,fit,A,M3,2095536404
M2,81,nominal,simulate,A,,355213471
M2,81,nominal,simulate,B,,2986400517
M2,81,nominal,fit,A,choice_only,3843033335
M2,81,nominal,fit,A,M1,3758789463
M2,81,nominal,fit,A,M2,2614059838
M2,81,nominal,fit,A,M3,3765192037
M2,82,nominal,simulate,A,,2129783361
M2,82,nominal,simulate,B,,652414495
M2,82,nominal,fit,A,choice_only,3830968741
M2,82,nominal,fit,A,M1,1025986905
M2,82,nominal,fit,A,M2,816342113
M2,82,nominal,fit,A,M3,2459292734
M2,83,nominal,simulate,A,,3059873552
M2,83,nominal,simulate,B,,4073039352
M2,83,nominal,fit,A,choice_only,3269622418
M2,83,nominal,fit,A,M1,2623650157
M2,83,nominal,fit,A,M2,3223963261
M2,83,nominal,fit,A,M3,673958737
M2,84,nominal,simulate,A,,2960145641
M2,84,nominal,simulate,B,,1929693903
M2,84,nominal,fit,A,choice_only,2537772775
M2,84,nominal,fit,A,M1,492397849
M2,84,nominal,fit,A,M2,1141840706
M2,84,nominal,fit,A,M3,3827540764
M2,85,nominal,simulate,A,,3487036637
M2,85,nominal,simulate,B,,925769402
M2,85,nominal,fit,A,choice_only,1783479655
M2,85,nominal,fit,A,M1,2884185988
M2,85,nominal,fit,A,M2,1636956231
M2,85,nominal,fit,A,M3,926445040
M2,86,nominal,simulate,A,,574397575
M2,86,nominal,simulate,B,,238394832
M2,86,nominal,fit,A,choice_only,632861596
M2,86,nominal,fit,A,M1,2973084354
M2,86,nominal,fit,A,M2,270415513
M2,86,nominal,fit,A,M3,3843168709
M2,87,nominal,simulate,A,,896817139
M2,87,nominal,simulate,B,,496120915
M2,87,nominal,fit,A,choice_only,756119564
M2,87,nominal,fit,A,M1,2861544995
M2,87,nominal,fit,A,M2,879977823
M2,87,nominal,fit,A,M3,2416509285
M2,88,nominal,simulate,A,,483876501
M2,88,nominal,simulate,B,,319713750
M2,88,nominal,fit,A,choice_only,2789720179
M2,88,nominal,fit,A,M1,4087944521
M2,88,nominal,fit,A,M2,75913069
M2,88,nominal,fit,A,M3,3075424861
M2,89,nominal,simulate,A,,468755932
M2,89,nominal,simulate,B,,973505789
M2,89,nominal,fit,A,choice_only,756723265
M2,89,nominal,fit,A,M1,393426376
M2,89,nominal,fit,A,M2,3026460024
M2,89,nominal,fit,A,M3,2531149609
M2,90,nominal,simulate,A,,2929217982
M2,90,nominal,simulate,B,,3932480936
M2,90,nominal,fit,A,choice_only,1663377326
M2,90,nominal,fit,A,M1,2763897107
M2,90,nominal,fit,A,M2,4116853726
M2,90,nominal,fit,A,M3,3418088795
M2,91,nominal,simulate,A,,3418095416
M2,91,nominal,simulate,B,,1811579254
M2,91,nominal,fit,A,choice_only,3765123935
M2,91,nominal,fit,A,M1,2839436217
M2,91,nominal,fit,A,M2,3129893626
M2,91,nominal,fit,A,M3,629691206
M2,92,nominal,simulate,A,,3491309012
M2,92,nominal,simulate,B,,1141723548
M2,92,nominal,fit,A,choice_only,1566782825
M2,92,nominal,fit,A,M1,3559809588
M2,92,nominal,fit,A,M2,2351792079
M2,92,nominal,fit,A,M3,2864963266
M2,93,nominal,simulate,A,,990990382
M2,93,nominal,simulate,B,,2948114592
M2,93,nominal,fit,A,choice_only,2552809959
M2,93,nominal,fit,A,M1,3531322478
M2,93,nominal,fit,A,M2,425503704
M2,93,nominal,fit,A,M3,3029274768
M2,94,nominal,simulate,A,,466502003
M2,94,nominal,simulate,B,,4223751505
M2,94,nominal,fit,A,choice_only,865181255
M2,94,nominal,fit,A,M1,1222929285
M2,94,nominal,fit,A,M2,2232489027
M2,94,nominal,fit,A,M3,1236068194
M2,95,nominal,simulate,A,,4038014146
M2,95,nominal,simulate,B,,2724650832
M2,95,nominal,fit,A,choice_only,382710556
M2,95,nominal,fit,A,M1,3712271955
M2,95,nominal,fit,A,M2,2948413714
M2,95,nominal,fit,A,M3,3626306646
M2,96,nominal,simulate,A,,661313302
M2,96,nominal,simulate,B,,3270761956
M2,96,nominal,fit,A,choice_only,1342697858
M2,96,nominal,fit,A,M1,1509824547
M2,96,nominal,fit,A,M2,286740745
M2,96,nominal,fit,A,M3,3909590219
M2,97,nominal,simulate,A,,1793768484
M2,97,nominal,simulate,B,,2882296579
M2,97,nominal,fit,A,choice_only,2835446084
M2,97,nominal,fit,A,M1,547986610
M2,97,nominal,fit,A,M2,1138869537
M2,97,nominal,fit,A,M3,1166311931
M2,98,nominal,simulate,A,,150419228
M2,98,nominal,simulate,B,,4056724509
M2,98,nominal,fit,A,choice_only,86203533
M2,98,nominal,fit,A,M1,1058208343
M2,98,nominal,fit,A,M2,96630650
M2,98,nominal,fit,A,M3,4163753069
M2,99,nominal,simulate,A,,2209253631
M2,99,nominal,simulate,B,,2113556036
M2,99,nominal,fit,A,choice_only,1492491930
M2,99,nominal,fit,A,M1,2071612398
M2,99,nominal,fit,A,M2,4056727020
M2,99,nominal,fit,A,M3,3958205862
M2,100,nominal,simulate,A,,117968126
M2,100,nominal,simulate,B,,2883646418
M2,100,nominal,fit,A,choice_only,2693919182
M2,100,nominal,fit,A,M1,641121789
M2,100,nominal,fit,A,M2,898972421
M2,100,nominal,fit,A,M3,4154085582
M2,101,nominal,simulate,A,,589189373
M2,101,nominal,simulate,B,,3703187569
M2,101,nominal,fit,A,choice_only,1893793934
M2,101,nominal,fit,A,M1,1255285524
M2,101,nominal,fit,A,M2,3534907609
M2,101,nominal,fit,A,M3,3768006175
M2,102,nominal,simulate,A,,3086613519
M2,102,nominal,simulate,B,,320271275
M2,102,nominal,fit,A,choice_only,2624130091
M2,102,nominal,fit,A,M1,4264881671
M2,102,nominal,fit,A,M2,3881354746
M2,102,nominal,fit,A,M3,3666843321
M2,103,nominal,simulate,A,,3562717996
M2,103,nominal,simulate,B,,3013302664
M2,103,nominal,fit,A,choice_only,3936491424
M2,103,nominal,fit,A,M1,1560290450
M2,103,nominal,fit,A,M2,3207049392
M2,103,nominal,fit,A,M3,2568832305
M2,104,nominal,simulate,A,,4241159893
M2,104,nominal,simulate,B,,1944968482
M2,104,nominal,fit,A,choice_only,3321487497
M2,104,nominal,fit,A,M1,570117996
M2,104,nominal,fit,A,M2,947851073
M2,104,nominal,fit,A,M3,3073792815
M2,105,nominal,simulate,A,,782679455
M2,105,nominal,simulate,B,,2131522327
M2,105,nominal,fit,A,choice_only,1448185905
M2,105,nominal,fit,A,M1,4167817927
M2,105,nominal,fit,A,M2,3028692189
M2,105,nominal,fit,A,M3,4122161217
M2,106,nominal,simulate,A,,1175793471
M2,106,nominal,simulate,B,,391378979
M2,106,nominal,fit,A,choice_only,4263562188
M2,106,nominal,fit,A,M1,3858874450
M2,106,nominal,fit,A,M2,218671577
M2,106,nominal,fit,A,M3,483569459
M2,107,nominal,simulate,A,,2658274361
M2,107,nominal,simulate,B,,1376021287
M2,107,nominal,fit,A,choice_only,1160709749
M2,107,nominal,fit,A,M1,473489165
M2,107,nominal,fit,A,M2,4111021124
M2,107,nominal,fit,A,M3,3495606926
M2,108,nominal,simulate,A,,1848505025
M2,108,nominal,simulate,B,,2005423330
M2,108,nominal,fit,A,choice_only,147081839
M2,108,nominal,fit,A,M1,2348527274
M2,108,nominal,fit,A,M2,1524999492
M2,108,nominal,fit,A,M3,3415113390
M2,109,nominal,simulate,A,,44196307
M2,109,nominal,simulate,B,,3212674222
M2,109,nominal,fit,A,choice_only,4025349229
M2,109,nominal,fit,A,M1,522373643
M2,109,nominal,fit,A,M2,3292806765
M2,109,nominal,fit,A,M3,1709189579
M2,110,nominal,simulate,A,,651653291
M2,110,nominal,simulate,B,,2793789035
M2,110,nominal,fit,A,choice_only,833910577
M2,110,nominal,fit,A,M1,223567727
M2,110,nominal,fit,A,M2,2856258915
M2,110,nominal,fit,A,M3,1328467388
M2,111,nominal,simulate,A,,2788341719
M2,111,nominal,simulate,B,,3894359634
M2,111,nominal,fit,A,choice_only,3976355166
M2,111,nominal,fit,A,M1,3228818312
M2,111,nominal,fit,A,M2,3670006394
M2,111,nominal,fit,A,M3,1040745302
M2,112,nominal,simulate,A,,3580552304
M2,112,nominal,simulate,B,,350101709
M2,112,nominal,fit,A,choice_only,1847519977
M2,112,nominal,fit,A,M1,824466327
M2,112,nominal,fit,A,M2,655220992
M2,112,nominal,fit,A,M3,3199053914
M2,113,nominal,simulate,A,,2031903223
M2,113,nominal,simulate,B,,487013235
M2,113,nominal,fit,A,choice_only,2616302761
M2,113,nominal,fit,A,M1,3634680849
M2,113,nominal,fit,A,M2,463843807
M2,113,nominal,fit,A,M3,339155932
M2,114,nominal,simulate,A,,3061951151
M2,114,nominal,simulate,B,,2781399977
M2,114,nominal,fit,A,choice_only,1219717131
M2,114,nominal,fit,A,M1,1526553911
M2,114,nominal,fit,A,M2,1258468739
M2,114,nominal,fit,A,M3,4050881889
M2,115,nominal,simulate,A,,1743724813
M2,115,nominal,simulate,B,,1557348548
M2,115,nominal,fit,A,choice_only,1820213857
M2,115,nominal,fit,A,M1,25142409
M2,115,nominal,fit,A,M2,349166532
M2,115,nominal,fit,A,M3,1543425587
M2,116,nominal,simulate,A,,3451828312
M2,116,nominal,simulate,B,,2824435727
M2,116,nominal,fit,A,choice_only,713005470
M2,116,nominal,fit,A,M1,1329600165
M2,116,nominal,fit,A,M2,1100021711
M2,116,nominal,fit,A,M3,3093285543
M2,117,nominal,simulate,A,,4049381940
M2,117,nominal,simulate,B,,3049773582
M2,117,nominal,fit,A,choice_only,1571991245
M2,117,nominal,fit,A,M1,195750696
M2,117,nominal,fit,A,M2,2726229984
M2,117,nominal,fit,A,M3,217206376
M2,118,nominal,simulate,A,,2292475812
M2,118,nominal,simulate,B,,2555136775
M2,118,nominal,fit,A,choice_only,3968107334
M2,118,nominal,fit,A,M1,724991629
M2,118,nominal,fit,A,M2,3387100647
M2,118,nominal,fit,A,M3,249408774
M2,119,nominal,simulate,A,,70727020
M2,119,nominal,simulate,B,,2627770870
M2,119,nominal,fit,A,choice_only,1875201281
M2,119,nominal,fit,A,M1,716104916
M2,119,nominal,fit,A,M2,768224744
M2,119,nominal,fit,A,M3,298317026
M2,120,nominal,simulate,A,,4181951870
M2,120,nominal,simulate,B,,708245601
M2,120,nominal,fit,A,choice_only,707864005
M2,120,nominal,fit,A,M1,2933739642
M2,120,nominal,fit,A,M2,940862051
M2,120,nominal,fit,A,M3,2378079539
M2,121,nominal,simulate,A,,736400640
M2,121,nominal,simulate,B,,1113182512
M2,121,nominal,fit,A,choice_only,3415710405
M2,121,nominal,fit,A,M1,2137031616
M2,121,nominal,fit,A,M2,1589717976
M2,121,nominal,fit,A,M3,3166409086
M2,122,nominal,simulate,A,,275495188
M2,122,nominal,simulate,B,,4258549743
M2,122,nominal,fit,A,choice_only,1524447534
M2,122,nominal,fit,A,M1,4062237657
M2,122,nominal,fit,A,M2,722285634
M2,122,nominal,fit,A,M3,643675732
M2,123,nominal,simulate,A,,3131345324
M2,123,nominal,simulate,B,,1711443362
M2,123,nominal,fit,A,choice_only,1513651662
M2,123,nominal,fit,A,M1,826209922
M2,123,nominal,fit,A,M2,3782698537
M2,123,nominal,fit,A,M3,2026442165
M2,124,nominal,simulate,A,,704087406
M2,124,nominal,simulate,B,,2827100562
M2,124,nominal,fit,A,choice_only,570296704
M2,124,nominal,fit,A,M1,2622923109
M2,124,nominal,fit,A,M2,2990484738
M2,124,nominal,fit,A,M3,105184729
M2,125,nominal,simulate,A,,962947155
M2,125,nominal,simulate,B,,2638201730
M2,125,nominal,fit,A,choice_only,841310888
M2,125,nominal,fit,A,M1,696392329
M2,125,nominal,fit,A,M2,26584403
M2,125,nominal,fit,A,M3,2182158321
M2,126,nominal,simulate,A,,1196754035
M2,126,nominal,simulate,B,,1852102127
M2,126,nominal,fit,A,choice_only,3909546609
M2,126,nominal,fit,A,M1,2124328545
M2,126,nominal,fit,A,M2,1648743821
M2,126,nominal,fit,A,M3,2348664209
M2,127,nominal,simulate,A,,109559470
M2,127,nominal,simulate,B,,686020855
M2,127,nominal,fit,A,choice_only,1656926573
M2,127,nominal,fit,A,M1,2434218656
M2,127,nominal,fit,A,M2,2216987945
M2,127,nominal,fit,A,M3,3584710613
M2,128,nominal,simulate,A,,603077615
M2,128,nominal,simulate,B,,4206725469
M2,128,nominal,fit,A,choice_only,3048047553
M2,128,nominal,fit,A,M1,1748429585
M2,128,nominal,fit,A,M2,3301284023
M2,128,nominal,fit,A,M3,4814371
M2,129,nominal,simulate,A,,3384386211
M2,129,nominal,simulate,B,,831375291
M2,129,nominal,fit,A,choice_only,1765321790
M2,129,nominal,fit,A,M1,977129315
M2,129,nominal,fit,A,M2,3114228601
M2,129,nominal,fit,A,M3,1438015837
M2,130,nominal,simulate,A,,1552163272
M2,130,nominal,simulate,B,,3930428555
M2,130,nominal,fit,A,choice_only,89326269
M2,130,nominal,fit,A,M1,2201088380
M2,130,nominal,fit,A,M2,3351815038
M2,130,nominal,fit,A,M3,1141725081
M2,131,nominal,simulate,A,,1225718512
M2,131,nominal,simulate,B,,963496835
M2,131,nominal,fit,A,choice_only,360784642
M2,131,nominal,fit,A,M1,2274010698
M2,131,nominal,fit,A,M2,1117185167
M2,131,nominal,fit,A,M3,484829698
M2,132,nominal,simulate,A,,1919924540
M2,132,nominal,simulate,B,,3618871469
M2,132,nominal,fit,A,choice_only,2344774463
M2,132,nominal,fit,A,M1,3513229152
M2,132,nominal,fit,A,M2,1650560898
M2,132,nominal,fit,A,M3,816918063
M2,133,nominal,simulate,A,,2029504017
M2,133,nominal,simulate,B,,3254131680
M2,133,nominal,fit,A,choice_only,1211449771
M2,133,nominal,fit,A,M1,478379430
M2,133,nominal,fit,A,M2,4245490837
M2,133,nominal,fit,A,M3,2116404075
M2,134,nominal,simulate,A,,3968700995
M2,134,nominal,simulate,B,,71849426
M2,134,nominal,fit,A,choice_only,731958333
M2,134,nominal,fit,A,M1,1432157866
M2,134,nominal,fit,A,M2,381087275
M2,134,nominal,fit,A,M3,1836606315
M2,135,nominal,simulate,A,,1518575141
M2,135,nominal,simulate,B,,2394321222
M2,135,nominal,fit,A,choice_only,2650304318
M2,135,nominal,fit,A,M1,2269380400
M2,135,nominal,fit,A,M2,1241728984
M2,135,nominal,fit,A,M3,1326436586
M2,136,nominal,simulate,A,,4214378677
M2,136,nominal,simulate,B,,2173823259
M2,136,nominal,fit,A,choice_only,1694889216
M2,136,nominal,fit,A,M1,2914958754
M2,136,nominal,fit,A,M2,1275636257
M2,136,nominal,fit,A,M3,306256898
M2,137,nominal,simulate,A,,3333819438
M2,137,nominal,simulate,B,,1293938015
M2,137,nominal,fit,A,choice_only,1533626050
M2,137,nominal,fit,A,M1,2857556909
M2,137,nominal,fit,A,M2,4221873777
M2,137,nominal,fit,A,M3,4141896301
M2,138,nominal,simulate,A,,2425600214
M2,138,nominal,simulate,B,,2662518006
M2,138,nominal,fit,A,choice_only,1635510335
M2,138,nominal,fit,A,M1,4285865192
M2,138,nominal,fit,A,M2,3877882119
M2,138,nominal,fit,A,M3,801244978
M2,139,nominal,simulate,A,,3881369399
M2,139,nominal,simulate,B,,231071352
M2,139,nominal,fit,A,choice_only,2933729507
M2,139,nominal,fit,A,M1,4272929758
M2,139,nominal,fit,A,M2,3089761452
M2,139,nominal,fit,A,M3,1821050217
M2,140,nominal,simulate,A,,2032356706
M2,140,nominal,simulate,B,,4264808771
M2,140,nominal,fit,A,choice_only,1116316897
M2,140,nominal,fit,A,M1,1277740274
M2,140,nominal,fit,A,M2,1560671920
M2,140,nominal,fit,A,M3,343571361
M2,141,nominal,simulate,A,,1069184413
M2,141,nominal,simulate,B,,3808649567
M2,141,nominal,fit,A,choice_only,3294998377
M2,141,nominal,fit,A,M1,2963903217
M2,141,nominal,fit,A,M2,3900472912
M2,141,nominal,fit,A,M3,650613563
M2,142,nominal,simulate,A,,3680717072
M2,142,nominal,simulate,B,,3565698103
M2,142,nominal,fit,A,choice_only,1037592957
M2,142,nominal,fit,A,M1,1341642938
M2,142,nominal,fit,A,M2,499341287
M2,142,nominal,fit,A,M3,3537676795
M2,143,nominal,simulate,A,,2777610880
M2,143,nominal,simulate,B,,4129433264
M2,143,nominal,fit,A,choice_only,2766285857
M2,143,nominal,fit,A,M1,1807691411
M2,143,nominal,fit,A,M2,3096626588
M2,143,nominal,fit,A,M3,3287434116
M2,144,nominal,simulate,A,,392611760
M2,144,nominal,simulate,B,,3819365020
M2,144,nominal,fit,A,choice_only,2961976728
M2,144,nominal,fit,A,M1,2298380908
M2,144,nominal,fit,A,M2,3302774592
M2,144,nominal,fit,A,M3,67151509
M2,145,nominal,simulate,A,,1886361011
M2,145,nominal,simulate,B,,1447692752
M2,145,nominal,fit,A,choice_only,1415357283
M2,145,nominal,fit,A,M1,3483179531
M2,145,nominal,fit,A,M2,1753298726
M2,145,nominal,fit,A,M3,4012048125
M2,146,nominal,simulate,A,,1753249177
M2,146,nominal,simulate,B,,981400842
M2,146,nominal,fit,A,choice_only,4231326469
M2,146,nominal,fit,A,M1,222018724
M2,146,nominal,fit,A,M2,1768906570
M2,146,nominal,fit,A,M3,1846045907
M2,147,nominal,simulate,A,,3774784227
M2,147,nominal,simulate,B,,1517766063
M2,147,nominal,fit,A,choice_only,3750103451
M2,147,nominal,fit,A,M1,1842850918
M2,147,nominal,fit,A,M2,1965263778
M2,147,nominal,fit,A,M3,2190964516
M2,148,nominal,simulate,A,,1779787186
M2,148,nominal,simulate,B,,888167606
M2,148,nominal,fit,A,choice_only,391211337
M2,148,nominal,fit,A,M1,340515266
M2,148,nominal,fit,A,M2,98592183
M2,148,nominal,fit,A,M3,2929680089
M2,149,nominal,simulate,A,,3477619228
M2,149,nominal,simulate,B,,903024669
M2,149,nominal,fit,A,choice_only,2105975819
M2,149,nominal,fit,A,M1,1145283720
M2,149,nominal,fit,A,M2,2096411469
M2,149,nominal,fit,A,M3,1211034861
M2,150,nominal,simulate,A,,3925898853
M2,150,nominal,simulate,B,,2365132341
M2,150,nominal,fit,A,choice_only,898078177
M2,150,nominal,fit,A,M1,170744945
M2,150,nominal,fit,A,M2,587926899
M2,150,nominal,fit,A,M3,2615094177
M2,151,nominal,simulate,A,,4137392923
M2,151,nominal,simulate,B,,3904501458
M2,151,nominal,fit,A,choice_only,2247299820
M2,151,nominal,fit,A,M1,4237270475
M2,151,nominal,fit,A,M2,2647836940
M2,151,nominal,fit,A,M3,3569248047
M2,152,nominal,simulate,A,,1989254948
M2,152,nominal,simulate,B,,3353177874
M2,152,nominal,fit,A,choice_only,2474685345
M2,152,nominal,fit,A,M1,3713031604
M2,152,nominal,fit,A,M2,2432069979
M2,152,nominal,fit,A,M3,2288854445
M2,153,nominal,simulate,A,,16787061
M2,153,nominal,simulate,B,,2893228018
M2,153,nominal,fit,A,choice_only,1447103252
M2,153,nominal,fit,A,M1,3369960435
M2,153,nominal,fit,A,M2,582975325
M2,153,nominal,fit,A,M3,3150692922
M2,154,nominal,simulate,A,,1934851689
M2,154,nominal,simulate,B,,3474372971
M2,154,nominal,fit,A,choice_only,335971224
M2,154,nominal,fit,A,M1,1919670787
M2,154,nominal,fit,A,M2,594602189
M2,154,nominal,fit,A,M3,3363237592
M2,155,nominal,simulate,A,,1110369834
M2,155,nominal,simulate,B,,302999542
M2,155,nominal,fit,A,choice_only,3747965766
M2,155,nominal,fit,A,M1,691056748
M2,155,nominal,fit,A,M2,1590384930
M2,155,nominal,fit,A,M3,3512489116
M2,156,nominal,simulate,A,,2418132997
M2,156,nominal,simulate,B,,396842844
M2,156,nominal,fit,A,choice_only,2040030201
M2,156,nominal,fit,A,M1,1508558701
M2,156,nominal,fit,A,M2,406672835
M2,156,nominal,fit,A,M3,3599655511
M2,157,nominal,simulate,A,,815087362
M2,157,nominal,simulate,B,,1009443966
M2,157,nominal,fit,A,choice_only,1026621551
M2,157,nominal,fit,A,M1,3234989250
M2,157,nominal,fit,A,M2,2715563269
M2,157,nominal,fit,A,M3,2374074790
M2,158,nominal,simulate,A,,192523373
M2,158,nominal,simulate,B,,610870094
M2,158,nominal,fit,A,choice_only,12494085
M2,158,nominal,fit,A,M1,2140028748
M2,158,nominal,fit,A,M2,3388530009
M2,158,nominal,fit,A,M3,781354579
M2,159,nominal,simulate,A,,1120110268
M2,159,nominal,simulate,B,,4097274772
M2,159,nominal,fit,A,choice_only,1600085124
M2,159,nominal,fit,A,M1,4098641180
M2,159,nominal,fit,A,M2,507314401
M2,159,nominal,fit,A,M3,1275906578
M2,160,nominal,simulate,A,,35736160
M2,160,nominal,simulate,B,,1150945415
M2,160,nominal,fit,A,choice_only,84803291
M2,160,nominal,fit,A,M1,438930009
M2,160,nominal,fit,A,M2,3363449109
M2,160,nominal,fit,A,M3,598277900
M2,161,nominal,simulate,A,,1961248339
M2,161,nominal,simulate,B,,3509825356
M2,161,nominal,fit,A,choice_only,3915904729
M2,161,nominal,fit,A,M1,158862324
M2,161,nominal,fit,A,M2,3051484429
M2,161,nominal,fit,A,M3,4223699774
M2,162,nominal,simulate,A,,4151492172
M2,162,nominal,simulate,B,,526758094
M2,162,nominal,fit,A,choice_only,3415146158
M2,162,nominal,fit,A,M1,1236571119
M2,162,nominal,fit,A,M2,526619715
M2,162,nominal,fit,A,M3,3394523837
M2,163,nominal,simulate,A,,152472420
M2,163,nominal,simulate,B,,2343527259
M2,163,nominal,fit,A,choice_only,3950872162
M2,163,nominal,fit,A,M1,36409229
M2,163,nominal,fit,A,M2,684114915
M2,163,nominal,fit,A,M3,2816886672
M2,164,nominal,simulate,A,,3057470326
M2,164,nominal,simulate,B,,1628509590
M2,164,nominal,fit,A,choice_only,2464368284
M2,164,nominal,fit,A,M1,3520130229
M2,164,nominal,fit,A,M2,4162660070
M2,164,nominal,fit,A,M3,1930450496
M2,165,nominal,simulate,A,,3171653033
M2,165,nominal,simulate,B,,3721282885
M2,165,nominal,fit,A,choice_only,2396298532
M2,165,nominal,fit,A,M1,2027828181
M2,165,nominal,fit,A,M2,3992338297
M2,165,nominal,fit,A,M3,754376151
M2,166,nominal,simulate,A,,597644298
M2,166,nominal,simulate,B,,3900690567
M2,166,nominal,fit,A,choice_only,3158119587
M2,166,nominal,fit,A,M1,266996365
M2,166,nominal,fit,A,M2,3479201200
M2,166,nominal,fit,A,M3,392884021
M2,167,nominal,simulate,A,,3519181638
M2,167,nominal,simulate,B,,661919823
M2,167,nominal,fit,A,choice_only,4210335292
M2,167,nominal,fit,A,M1,1245282934
M2,167,nominal,fit,A,M2,1728096311
M2,167,nominal,fit,A,M3,3897715607
M2,168,nominal,simulate,A,,3020059605
M2,168,nominal,simulate,B,,1852858805
M2,168,nominal,fit,A,choice_only,169487544
M2,168,nominal,fit,A,M1,3871758281
M2,168,nominal,fit,A,M2,3492271659
M2,168,nominal,fit,A,M3,3771234135
M2,169,nominal,simulate,A,,326603051
M2,169,nominal,simulate,B,,1607774435
M2,169,nominal,fit,A,choice_only,143995489
M2,169,nominal,fit,A,M1,1903533324
M2,169,nominal,fit,A,M2,3723305209
M2,169,nominal,fit,A,M3,2798182967
M2,170,nominal,simulate,A,,3799020107
M2,170,nominal,simulate,B,,2617445218
M2,170,nominal,fit,A,choice_only,207173119
M2,170,nominal,fit,A,M1,1286924497
M2,170,nominal,fit,A,M2,3777965014
M2,170,nominal,fit,A,M3,3309132869
M2,171,nominal,simulate,A,,2423751642
M2,171,nominal,simulate,B,,3055250155
M2,171,nominal,fit,A,choice_only,790202333
M2,171,nominal,fit,A,M1,377294047
M2,171,nominal,fit,A,M2,3915926165
M2,171,nominal,fit,A,M3,2879816758
M2,172,nominal,simulate,A,,1931583508
M2,172,nominal,simulate,B,,384270136
M2,172,nominal,fit,A,choice_only,1406951597
M2,172,nominal,fit,A,M1,213124003
M2,172,nominal,fit,A,M2,400588131
M2,172,nominal,fit,A,M3,2703979608
M2,173,nominal,simulate,A,,2407424431
M2,173,nominal,simulate,B,,129306609
M2,173,nominal,fit,A,choice_only,3439157759
M2,173,nominal,fit,A,M1,3831110851
M2,173,nominal,fit,A,M2,1397470562
M2,173,nominal,fit,A,M3,2607127579
M2,174,nominal,simulate,A,,2898681768
M2,174,nominal,simulate,B,,190606589
M2,174,nominal,fit,A,choice_only,1292736921
M2,174,nominal,fit,A,M1,2234353819
M2,174,nominal,fit,A,M2,734120245
M2,174,nominal,fit,A,M3,1359951295
M2,175,nominal,simulate,A,,2330777323
M2,175,nominal,simulate,B,,3823859125
M2,175,nominal,fit,A,choice_only,4211647771
M2,175,nominal,fit,A,M1,3223695795
M2,175,nominal,fit,A,M2,2800697218
M2,175,nominal,fit,A,M3,1138852157
M2,176,nominal,simulate,A,,4195449497
M2,176,nominal,simulate,B,,3830526621
M2,176,nominal,fit,A,choice_only,3834214652
M2,176,nominal,fit,A,M1,2564381381
M2,176,nominal,fit,A,M2,929691141
M2,176,nominal,fit,A,M3,2729542170
M2,177,nominal,simulate,A,,1124981612
M2,177,nominal,simulate,B,,3395105779
M2,177,nominal,fit,A,choice_only,2787702691
M2,177,nominal,fit,A,M1,1175476755
M2,177,nominal,fit,A,M2,225712535
M2,177,nominal,fit,A,M3,1915141650
M2,178,nominal,simulate,A,,3733566091
M2,178,nominal,simulate,B,,1525964207
M2,178,nominal,fit,A,choice_only,984517319
M2,178,nominal,fit,A,M1,1125728795
M2,178,nominal,fit,A,M2,2927947334
M2,178,nominal,fit,A,M3,2045308683
M2,179,nominal,simulate,A,,1693639027
M2,179,nominal,simulate,B,,4015133862
M2,179,nominal,fit,A,choice_only,2981370560
M2,179,nominal,fit,A,M1,2254873427
M2,179,nominal,fit,A,M2,734250957
M2,179,nominal,fit,A,M3,269527696
